0.35	5.59E-04
0.4	1.59E-03
0.45	3.64E-03
0.5	7.17E-03
0.55	1.27E-02
0.6	2.07E-02
0.7	4.67E-02
0.8	8.95E-02
0.9	1.54E-01
1	2.45E-01
1.1	3.67E-01
1.2	5.24E-01
1.4	9.64E-01
1.6	1.60E+00
1.8	2.46E+00
2	3.59E+00
2.3	5.84E+00
2.6	8.86E+00
3	1.42E+01
3.5	2.34E+01
4	3.56E+01
4.5	5.09E+01
5	6.95E+01
5.5	9.13E+01
6	1.17E+02
7	1.76E+02
8	2.46E+02
9	3.26E+02
10	4.13E+02
11	5.07E+02
12	6.06E+02
14	8.13E+02
16	1.02E+03
18	1.23E+03
20	1.43E+03
23	1.71E+03
26	1.96E+03
30	2.25E+03
35	2.55E+03
40	2.79E+03
45	2.97E+03
50	3.09E+03
55	3.20E+03
60	3.27E+03
70	3.35E+03
80	3.36E+03
90	3.33E+03
100	3.27E+03
110	3.19E+03
120	3.10E+03
140	2.91E+03
160	2.71E+03
180	2.52E+03
200	2.34E+03
230	2.10E+03
260	1.88E+03
300	1.63E+03
-1     -1
-2    -2
