0.18	4.48E-04
0.2	1.13E-03
0.23	3.41E-03
0.26	8.09E-03
0.3	2.02E-02
0.35	4.93E-02
0.4	1.01E-01
0.45	1.81E-01
0.5	2.99E-01
0.55	4.61E-01
0.6	6.77E-01
0.7	1.30E+00
0.8	2.22E+00
0.9	3.52E+00
1	5.25E+00
1.1	7.47E+00
1.2	1.02E+01
1.4	1.77E+01
1.6	2.81E+01
1.8	4.21E+01
2	6.00E+01
2.3	9.48E+01
2.6	1.40E+02
3	2.18E+02
3.5	3.44E+02
4	5.01E+02
4.5	6.77E+02
5	8.84E+02
5.5	1.11E+03
6	1.36E+03
7	1.90E+03
8	2.46E+03
9	3.04E+03
10	3.61E+03
11	4.20E+03
12	4.73E+03
14	5.71E+03
16	6.57E+03
18	7.27E+03
20	7.90E+03
23	8.67E+03
26	9.26E+03
30	9.79E+03
35	1.02E+04
40	1.05E+04
45	1.06E+04
50	1.06E+04
55	1.05E+04
60	1.03E+04
70	9.92E+03
80	9.48E+03
90	9.04E+03
100	8.61E+03
110	8.20E+03
120	7.82E+03
140	7.13E+03
160	6.54E+03
180	6.03E+03
200	5.59E+03
230	5.03E+03
260	4.56E+03
300	4.06E+03
-1     -1
-2     -2
