0.025 1000 53
53
0.025  1.483859
0.03  1.661133
0.04  1.990128
0.05  2.2936
0.06  2.579353
0.07  2.845378
0.08  3.09697
0.09  3.344396
0.1  3.591769
0.15  4.825596
0.2  5.97059
0.25  6.963765
0.3  7.835404
0.4  9.321199
0.5  10.48839
0.6  11.36905
0.7  12.02582
0.8  12.51834
0.9  12.89283
1  13.18044
1.5  13.86448
2  13.94061
2.5  13.78966
3  13.54944
4  12.9814
5  12.39775
6  11.84039
7  11.32153
8  10.8436
9  10.40481
10  10.00211
15  8.413265
20  7.301192
25  6.476468
30  5.838408
40  4.912258
50  4.270399
60  3.798419
70  3.436294
80  3.149433
90  2.91645
100  2.723406
150  2.104959
200  1.771445
250  1.563319
300  1.421651
400  1.242806
500  1.136349
600  1.067179
700  1.019626
800  0.9856267
900  0.9606015
1000  0.9415346
