0.025 1000 53
53
0.025  3.767
0.03  4.221
0.04  5.068
0.05  5.843
0.06  6.556
0.07  7.218
0.08  7.831
0.09  8.399
0.1  8.92
0.15  10.87
0.2  11.98
0.25  12.59
0.3  12.92
0.4  13.17
0.5  13.16
0.6  13.05
0.7  12.87
0.8  12.67
0.9  12.45
1  12.23
1.5  11.12
2  10.14
2.5  9.283
3  8.549
4  7.362
5  6.451
6  5.733
7  5.157
8  4.685
9  4.292
10  3.961
15  2.871
20  2.27
25  1.891
30  1.63
40  1.293
50  1.083
60  0.9395
70  0.8342
80  0.7537
90  0.69
100  0.6383
150  0.4785
200  0.3957
250  0.3451
300  0.3111
400  0.2685
500  0.2433
600  0.2269
700  0.2157
800  0.2076
900  0.2016
1000  0.197
