0.025 1000 53
53
0.025  3.476
0.03  3.878
0.04  4.632
0.05  5.327
0.06  5.97
0.07  6.565
0.08  7.116
0.09  7.629
0.1  8.107
0.15  10.03
0.2  11.31
0.25  12.14
0.3  12.66
0.4  13.18
0.5  13.35
0.6  13.35
0.7  13.27
0.8  13.13
0.9  12.97
1  12.79
1.5  11.83
2  10.9
2.5  10.08
3  9.351
4  8.14
5  7.185
6  6.419
7  5.793
8  5.275
9  4.84
10  4.47
15  3.237
20  2.551
25  2.118
30  1.821
40  1.439
50  1.203
60  1.043
70  0.9255
80  0.836
90  0.7654
100  0.708
150  0.5311
200  0.4394
250  0.3834
300  0.3457
400  0.2985
500  0.2705
600  0.2524
700  0.2399
800  0.2309
900  0.2243
1000  0.2192
