0.012               14675
0.014               29237
0.016               51188
0.018               83957
0.02                128240
0.023               213800
0.026               327810
0.03                520540
0.035               817920
0.04                1.1629e+06
0.045               1.5388e+06
0.05                1.9311e+06
0.055               2.3134e+06
0.06                2.6993e+06
0.07                3.4357e+06
0.08                4.1045e+06
0.09                4.6294e+06
0.1                 5.1232e+06
0.11                5.5486e+06
0.12                5.9125e+06
0.14                6.5563e+06
0.16                6.9224e+06
0.18                7.1637e+06
0.2                 7.3149e+06
0.23                7.5481e+06
0.26                7.6001e+06
0.3                 7.5542e+06
0.35                7.3832e+06
0.4                 7.1423e+06
0.45                6.8668e+06
0.5                 6.5774e+06
0.55                6.286e+06
0.6                 5.9997e+06
0.7                 5.4555e+06
0.8                 4.958e+06
0.9                 4.5035e+06
1                   4.1088e+06
1.1                 3.7553e+06
1.2                 3.4377e+06
-1                  -1
-2                  -2
