    0.01      0.0053885155
   0.011      0.0088684366
   0.012       0.013877551
   0.014       0.030196243
   0.016       0.058283992
   0.018         0.1028589
    0.02        0.16933809
   0.023         0.3234333
   0.026        0.56276154
    0.03          1.055991
   0.035         2.0351629
    0.04          3.522687
   0.045         5.6230142
    0.05         8.4264036
   0.055         12.005491
    0.06         16.413664
    0.07         27.834522
    0.08         42.748305
    0.09         60.979338
     0.1         82.190615
    0.11         105.95569
    0.12          131.8189
    0.14         188.12718
    0.16         248.24957
    0.18         310.41041
     0.2         373.89882
    0.23         472.03834
    0.26         576.02198
     0.3         729.91918
    0.35         958.20835
     0.4         1237.7152
    0.45         1576.2152
     0.5         1978.0702
    0.55         2445.4605
     0.6         2979.2126
     0.7          4244.878
     0.8         5767.2847
     0.9         7531.0091
       1         9514.9936
     1.1         11694.495
     1.2         14042.954
     1.4         19140.338
     1.6         24607.319
     1.8         30275.103
       2         36010.493
     2.3         44528.171
     2.6         52748.333
       3         63026.038
     3.5         74595.121
       4         84707.088
     4.5         93439.224
       5         100918.98
     5.5         107286.76
       6         112678.94
       7         121023.76
       8          126793.4
       9         130628.24
      10         133008.16
      11          134291.9
      12         134748.55
      14          133943.4
      16         131700.12
      18         128668.49
      20          125236.1
      23         119820.18
      26         114441.25
      30         107650.75
      35         99978.147
      40         93223.292
      45         87297.798
      50         82088.394
      55         77484.865
      60         73391.863
      70         66442.237
      80         60774.152
      90         56061.061
     100         52073.962
     110         48654.565
     120         45689.514
     140         40799.821
     160         36925.646
     180         33767.958
     100         52073.962
     230         27946.679
     260         25391.652
     300         22667.988
     350         20028.797
     400         17997.144
     450         16359.472
     500         15003.595
     550         13870.468
     600         12910.402
     700         11371.985
     800         10172.402
     900         9214.7471
    1000         8435.8568
    2000         4685.2467
    3000         3297.4245
    4000         2573.2871
    5000          2115.568
    6000         1803.2066
    7000         1574.2371
    8000         1400.3006
    9000         1263.0885
   10000         1150.5005
-1                  -1
-2                  -2
