    0.01     2.2410121e+08
   0.011      2.521269e+08
   0.012     2.7963687e+08
   0.014     3.3288878e+08
   0.016     3.8362862e+08
   0.018     4.3184046e+08
    0.02     4.7760817e+08
   0.023     5.4196094e+08
   0.026     6.0158667e+08
    0.03     6.7454762e+08
   0.035     7.5662637e+08
    0.04     8.3007798e+08
   0.045     8.9621354e+08
    0.05     9.5608617e+08
   0.055     1.0105492e+09
    0.06     1.0603012e+09
    0.07     1.1478887e+09
    0.08     1.2224424e+09
    0.09     1.2865522e+09
     0.1     1.3421407e+09
    0.11     1.3906708e+09
    0.12      1.433279e+09
    0.14     1.5041492e+09
    0.16     1.5600634e+09
    0.18     1.6046084e+09
     0.2     1.6403067e+09
    0.23     1.6811436e+09
    0.26     1.7104594e+09
     0.3     1.7365754e+09
    0.35     1.7545827e+09
     0.4     1.7615198e+09
    0.45     1.7609449e+09
     0.5      1.755171e+09
    0.55     1.7457555e+09
     0.6     1.7337767e+09
     0.7     1.7049664e+09
     0.8     1.6726489e+09
     0.9     1.6389385e+09
       1     1.6050158e+09
     1.1     1.5715488e+09
     1.2     1.5389118e+09
     1.4     1.4768311e+09
     1.6     1.4193724e+09
     1.8     1.3664468e+09
       2     1.3177246e+09
     2.3     1.2516608e+09
     2.6     1.1928838e+09
       3     1.1239363e+09
     3.5     1.0499579e+09
       4     9.8667052e+08
     4.5     9.3182342e+08
       5      8.837573e+08
     5.5     8.4122032e+08
       6     8.0325452e+08
       7     7.3823183e+08
       8      6.844285e+08
       9     6.3904295e+08
      10     6.0013947e+08
      11     5.6634899e+08
      12     5.3668255e+08
      14     4.8692649e+08
      16     4.4670585e+08
      18      4.133874e+08
      20     3.8525325e+08
      23     3.5034767e+08
      26     3.2193191e+08
      30        2.9122e+08
      35     2.6093934e+08
      40     2.3693185e+08
      45     2.1739921e+08
      50     2.0115313e+08
      55     1.8738974e+08
      60     1.7555778e+08
      70     1.5623479e+08
      80     1.4108331e+08
      90     1.2885154e+08
     100     1.1874907e+08
     110     1.1023832e+08
     120     1.0296075e+08
     140          91154588
     160          81968085
     180          74594746
     100     1.1874907e+08
     230          61207859
     260          55393723
     300          49271039
     350          43401464
     400          38866218
     450          35244923
     500          32280102
     550          29805683
     600          27707090
     700          24335053
     800          21738077
     900          19670333
    1000          17983143
    2000         9914769.2
    3000         6970477.7
    4000         5419216.9
    5000         4454292.5
    6000         3793056.5
    7000           3309933
    8000         2940572.6
    9000           2648687
   10000           2411894
-1                  -1
-2                  -2
