0.23	6.93E-04
0.26	1.88E-03
0.3	5.32E-03
0.35	1.44E-02
0.4	3.16E-02
0.45	5.99E-02
0.5	1.03E-01
0.55	1.63E-01
0.6	2.45E-01
0.7	4.87E-01
0.8	8.57E-01
0.9	1.38E+00
1	2.09E+00
1.1	3.00E+00
1.2	4.15E+00
1.4	7.22E+00
1.6	1.16E+01
1.8	1.74E+01
2	2.48E+01
2.3	3.97E+01
2.6	5.92E+01
3	9.29E+01
3.5	1.49E+02
4	2.21E+02
4.5	3.07E+02
5	4.08E+02
5.5	5.16E+02
6	6.40E+02
7	9.17E+02
8	1.22E+03
9	1.55E+03
10	1.88E+03
11	2.22E+03
12	2.55E+03
14	3.21E+03
16	3.80E+03
18	4.32E+03
20	4.79E+03
23	5.36E+03
26	5.85E+03
30	6.35E+03
35	6.77E+03
40	7.07E+03
45	7.25E+03
50	7.38E+03
55	7.39E+03
60	7.37E+03
70	7.22E+03
80	7.01E+03
90	6.76E+03
100	6.50E+03
110	6.25E+03
120	6.00E+03
140	5.53E+03
160	5.11E+03
180	4.75E+03
200	4.42E+03
230	4.01E+03
260	3.66E+03
300	3.27E+03
350	2.89E+03
-1   -1
-2    -2
