2	3.23E-04
2.3	7.71E-04
2.6	1.53E-03
3	3.14E-03
3.5	6.31E-03
4	1.10E-02
4.5	1.75E-02
5	2.59E-02
5.5	3.65E-02
6	4.96E-02
7	8.36E-02
8	1.29E-01
9	1.88E-01
10	2.61E-01
11	3.49E-01
12	4.53E-01
14	7.12E-01
16	1.04E+00
18	1.45E+00
20	1.92E+00
23	2.78E+00
26	3.80E+00
30	5.39E+00
35	7.76E+00
40	1.05E+01
45	1.35E+01
50	1.67E+01
55	2.00E+01
60	2.35E+01
70	3.06E+01
80	3.78E+01
90	4.49E+01
100	5.18E+01
110	5.83E+01
120	6.45E+01
140	7.56E+01
160	8.52E+01
180	9.34E+01
200	1.00E+02
230	1.09E+02
260	1.15E+02
300	1.20E+02
350	1.24E+02
400	1.26E+02
450	1.26E+02
500	1.26E+02
550	1.24E+02
600	1.22E+02
700	1.18E+02
-1      -1
-2      -2
