    0.01     0.00047325307
   0.011      0.0013926527
   0.012      0.0034130021
   0.014        0.01405946
   0.016       0.041465769
   0.018       0.098442249
    0.02        0.20116439
   0.023        0.48351236
   0.026        0.98720678
    0.03         2.1519966
   0.035         4.7224716
    0.04         8.9883211
   0.045         15.474641
    0.05         24.731387
   0.055         37.321813
    0.06           53.8121
    0.07          100.7173
    0.08         169.71211
    0.09          264.4901
     0.1         388.70524
    0.11           544.921
    0.12         735.18566
    0.14          1222.848
    0.16         1855.8697
    0.18         2630.5666
     0.2         3537.5747
    0.23         5117.1813
    0.26         6914.1162
     0.3         9558.7729
    0.35         13110.543
     0.4          16775.77
    0.45          20430.13
     0.5         23990.262
    0.55         27403.497
     0.6         30639.006
     0.7         36523.844
     0.8         41620.272
     0.9         45977.934
       1           49673.2
     1.1         52787.545
     1.2         55398.238
     1.4         59378.294
     1.6         62069.303
     1.8         63809.155
       2          64845.12
     2.3         65462.151
     2.6         65316.437
       3         64393.122
     3.5          62594.41
       4         60469.289
     4.5         58242.776
       5         56032.003
     5.5         53896.751
       6         51865.617
       7         48151.993
       8         44893.568
       9         42042.187
      10         39540.519
      11         37335.171
      12         35380.233
      14         32075.287
      16         29393.033
      18         27173.974
      20         25307.488
      23         23004.225
      26         21143.216
      30         19151.714
      35         17211.778
      40         15694.088
      45         14473.415
      50         13468.292
      55         12624.649
      60         11906.109
      70         10747.482
      80         9852.9034
      90         9139.2071
     100         8555.4068
     110         8069.6235
     120         7659.5399
     140         7003.6414
     160          6499.926
     180         6100.7106
     100         8555.4068
     230         5392.5603
     260         5095.3078
     300          4788.604
     350          4498.998
     400          4278.689
     450          4106.614
     500         3969.3595
     550         3857.5294
     600         3764.6923
     700         3619.9236
     800         3512.9431
     900         3431.0252
    1000         3366.4221
    2000         3092.3981
    3000         3014.5201
    4000         2981.2078
    5000         2963.8138
    6000          2953.564
    7000         2947.0087
    8000         2942.5595
    9000         2939.4002
   10000         2937.0753
-1                  -1
-2                  -2
