    0.01     6.6784627e-08
   0.011      1.765601e-07
   0.012     3.9145073e-07
   0.014     1.3885836e-06
   0.016     3.7466816e-06
   0.018     8.4883159e-06
    0.02     1.7020781e-05
   0.023     4.1071605e-05
   0.026     8.6101132e-05
    0.03     0.00019786832
   0.035     0.00046936132
    0.04     0.00096871798
   0.045      0.0018059324
    0.05      0.0031151906
   0.055      0.0050545934
    0.06      0.0078054343
    0.07       0.016575912
    0.08       0.031294384
    0.09       0.054110245
     0.1        0.08739925
    0.11        0.13370738
    0.12        0.19569695
    0.14         0.3776578
    0.16        0.65514894
    0.18          1.049281
     0.2         1.5796026
    0.23         2.6680511
    0.26         4.1508123
     0.3         6.8036028
    0.35         11.280643
     0.4          17.09057
    0.45         24.231176
     0.5         32.666677
    0.55         42.341353
     0.6         53.189132
     0.7         78.123325
     0.8         106.91877
     0.9         139.07159
       1         174.13731
     1.1         211.72611
     1.2         251.49383
     1.4         336.37025
     1.6          426.6584
     1.8         520.62559
       2         616.84142
     2.3         762.87216
     2.6         908.29573
       3         1097.5506
     3.5         1322.1552
       4         1530.2893
     4.5         1720.5953
       5         1893.0016
     5.5         2048.1547
       6          2187.075
       7         2421.0262
       8         2604.5764
       9         2746.6708
      10         2854.9495
      11         2935.7364
      12         2994.1947
      14         3060.1017
      16         3077.5827
      18         3063.1093
      20         3027.6779
      23         2950.7894
      26         2858.7479
      30         2727.4445
      35         2564.1408
      40         2410.2434
      45         2268.9121
      50         2140.5546
      55         2024.4501
      60         1919.4764
      70         1738.1903
      80         1588.0521
      90         1462.1374
     100         1355.2123
     110         1263.3901
     120         1183.7409
     140         1052.4312
     160         948.56882
     180         864.33396
     100         1355.2123
     230         709.95596
     260         642.42148
     300         571.10348
     350         502.66339
     400         449.55621
     450         407.12341
     500         372.48621
     550         343.66603
     600         319.20251
     700         279.73264
     800         249.43172
     900         225.42816
    1000         205.85078
    2000         112.46417
    3000         78.712543
    4000         60.956045
    5000         50.013905
    6000         42.510777
    7000         37.004076
    8000         32.819825
    9000         29.551258
   10000         26.898424
-1                  -1
-2                  -2
