 1            1            1            1
 3            3            0.54051200E-02   0.36978600E-01
 3            5            0.72082000E-02   0.37410100E-01
 3            6            0.62173100E-02   0.38277100E-01
 3            8            0.20766700E-02   0.44236300E-01
 3           10            0.14951800E-02   0.44428400E-01
 3           11            0.13407900E-02   0.44610300E-01
 3           13            0.10169900E-03   0.44943600E-01
 3           14            0.93919700E-04   0.44983500E-01
 3           16            0.48933400E-03   0.45918400E-01
 3           18            0.33946500E-03   0.45995700E-01
 3           19            0.30168600E-03   0.46036600E-01
 3           21            0.22831600E-04   0.46165200E-01
 3           22            0.20859700E-04   0.46172600E-01
 3           27            0.78563900E-04   0.46283600E-01
 3           29            0.43585400E-04   0.46304900E-01
 3           30            0.36738500E-04   0.46310200E-01
 3           41            0.59154100E-05   0.46333400E-01
 5            5            0.62476600E-03   0.37841600E-01
 5            6            0.12239800E-01   0.38708600E-01
 5            8            0.11691800E-02   0.44667800E-01
 5           10            0.22862500E-03   0.44859900E-01
 5           11            0.21931500E-02   0.45041800E-01
 5           13            0.11177800E-03   0.45375100E-01
 5           14            0.34081300E-03   0.45415000E-01
 5           16            0.26536400E-03   0.46349900E-01
 5           18            0.50644900E-04   0.46427200E-01
 5           19            0.47480000E-03   0.46468100E-01
 5           21            0.24492400E-04   0.46596700E-01
 5           22            0.74410400E-04   0.46604100E-01
 5           24            0.41511100E-06   0.46759500E-01
 5           25            0.41511100E-06   0.46760600E-01
 5           27            0.42239100E-04   0.46715100E-01
 5           29            0.64342600E-05   0.46736400E-01
 5           30            0.57391700E-04   0.46741700E-01
 5           41            0.32172300E-05   0.46764900E-01
 6            6            0.57116500E-02   0.39575600E-01
 6            8            0.95279700E-03   0.45534800E-01
 6           10            0.20835000E-02   0.45726900E-01
 6           11            0.21099000E-02   0.45908800E-01
 6           13            0.39374300E-03   0.46242100E-01
 6           14            0.34682500E-03   0.46282000E-01
 6           16            0.21347000E-03   0.47216900E-01
 6           18            0.45465000E-03   0.47294200E-01
 6           19            0.46026000E-03   0.47335100E-01
 6           21            0.86652100E-04   0.47463700E-01
 6           22            0.75964700E-04   0.47471100E-01
 6           24            0.72641800E-06   0.47626500E-01
 6           25            0.51887700E-06   0.47627600E-01
 6           27            0.33935500E-04   0.47582100E-01
 6           29            0.58012400E-04   0.47603400E-01
 6           30            0.55727500E-04   0.47608700E-01
 6           41            0.25944800E-05   0.47631900E-01
 8            8            0.19635300E-03   0.51494000E-01
 8           10            0.24420400E-03   0.51686100E-01
 8           11            0.20746300E-03   0.51868000E-01
 8           13            0.15153300E-04   0.52201300E-01
 8           14            0.13284300E-04   0.52241200E-01
 8           16            0.92261700E-04   0.53176100E-01
 8           18            0.55525000E-04   0.53253400E-01
 8           19            0.46806900E-04   0.53294300E-01
 8           21            0.34248600E-05   0.53422900E-01
 8           22            0.29059500E-05   0.53430300E-01
 8           27            0.14841300E-04   0.53541300E-01
 8           29            0.71611300E-05   0.53562600E-01
 8           30            0.57082000E-05   0.53567900E-01
 8           41            0.11416200E-05   0.53591100E-01
10           10            0.20342000E-04   0.51878200E-01
10           11            0.38159100E-03   0.52060100E-01
10           13            0.15567100E-04   0.52393400E-01
10           14            0.44628100E-04   0.52433300E-01
10           16            0.55524000E-04   0.53368200E-01
10           18            0.89253100E-05   0.53445500E-01
10           19            0.82923100E-04   0.53486400E-01
10           21            0.34248100E-05   0.53615000E-01
10           22            0.98589900E-05   0.53622400E-01
10           27            0.88212100E-05   0.53733400E-01
10           29            0.11416100E-05   0.53754700E-01
10           30            0.10067000E-04   0.53760000E-01
10           41            0.62267100E-06   0.53783200E-01
11           11            0.19615100E-03   0.52242000E-01
11           13            0.57805300E-04   0.52575300E-01
11           14            0.49506200E-04   0.52615200E-01
11           16            0.46600300E-04   0.53550100E-01
11           18            0.83543400E-04   0.53627400E-01
11           19            0.85725500E-04   0.53668300E-01
11           21            0.12765100E-04   0.53796900E-01
11           22            0.10897100E-04   0.53804300E-01
11           24            0.10378100E-06   0.53959700E-01
11           25            0.10378100E-06   0.53960800E-01
