 1            1            1            1
 3            3            0.43505400E-02   0.50891000E-01
 3            5            0.66158700E-02   0.51440000E-01
 3            6            0.40790400E-02   0.53186000E-01
 3            8            0.17391700E-02   0.61479800E-01
 3           10            0.14195100E-02   0.61731000E-01
 3           11            0.93926100E-03   0.62116100E-01
 3           13            0.77659900E-04   0.62540600E-01
 3           14            0.61066200E-04   0.62624000E-01
 3           16            0.42898700E-03   0.64040800E-01
 3           18            0.34094600E-03   0.64148800E-01
 3           19            0.22425100E-03   0.64241000E-01
 3           21            0.19548300E-04   0.64419900E-01
 3           22            0.15119400E-04   0.64437000E-01
 3           24            0.59060100E-07   0.64667500E-01
 3           25            0.59060100E-07   0.64671100E-01
 3           27            0.83803500E-04   0.64644600E-01
 3           29            0.57997100E-04   0.64679700E-01
 3           30            0.36497100E-04   0.64695300E-01
 3           32            0.16535700E-05   0.64742000E-01
 3           33            0.10039600E-05   0.64743500E-01
 5            5            0.40360700E-03   0.51989000E-01
 5            6            0.74008700E-02   0.53735000E-01
 5            8            0.11395100E-02   0.62028800E-01
 5           10            0.15189900E-03   0.62280000E-01
 5           11            0.14206800E-02   0.62665100E-01
 5           13            0.80968200E-04   0.63089600E-01
 5           14            0.22081400E-03   0.63173000E-01
 5           16            0.27178100E-03   0.64589800E-01
 5           18            0.35434500E-04   0.64697800E-01
 5           19            0.32558600E-03   0.64790000E-01
 5           21            0.19666200E-04   0.64968900E-01
 5           22            0.53624200E-04   0.64986000E-01
 5           24            0.53151100E-06   0.65216500E-01
 5           25            0.76776200E-06   0.65220100E-01
 5           27            0.52682200E-04   0.65193600E-01
 5           29            0.59651500E-05   0.65228700E-01
 5           30            0.52502400E-04   0.65244300E-01
 5           32            0.16535900E-05   0.65291000E-01
 5           33            0.34843500E-05   0.65292500E-01
 6            6            0.32492300E-02   0.55481000E-01
 6            8            0.64361000E-03   0.63774800E-01
 6           10            0.13068600E-02   0.64026000E-01
 6           11            0.12882400E-02   0.64411100E-01
 6           13            0.24798700E-03   0.64835600E-01
 6           14            0.20929300E-03   0.64919000E-01
 6           16            0.15035900E-03   0.66335800E-01
 6           18            0.30100200E-03   0.66443800E-01
 6           19            0.29776300E-03   0.66536000E-01
 6           21            0.60712500E-04   0.66714900E-01
 6           22            0.51026400E-04   0.66732000E-01
 6           24            0.88583200E-06   0.66962500E-01
 6           25            0.94488200E-06   0.66966100E-01
 6           27            0.28996100E-04   0.66939600E-01
 6           29            0.50787800E-04   0.66974700E-01
 6           30            0.48132800E-04   0.66990300E-01
 6           32            0.50787800E-05   0.67037000E-01
 6           33            0.33071600E-05   0.67038500E-01
 8            8            0.17096700E-03   0.72068600E-01
 8           10            0.24531600E-03   0.72319800E-01
 8           11            0.14952800E-03   0.72704900E-01
 8           13            0.11988800E-04   0.73129400E-01
 8           14            0.88582900E-05   0.73212800E-01
 8           16            0.84035400E-04   0.74629600E-01
 8           18            0.58995200E-04   0.74737600E-01
 8           19            0.35788600E-04   0.74829800E-01
 8           21            0.30117900E-05   0.75008700E-01
 8           22            0.21851400E-05   0.75025800E-01
 8           27            0.16417400E-04   0.75233400E-01
 8           29            0.10039300E-04   0.75268500E-01
 8           30            0.58468400E-05   0.75284100E-01
 8           32            0.23622100E-06   0.75330800E-01
 8           33            0.11811100E-06   0.75332300E-01
10           10            0.13878300E-04   0.72571000E-01
10           11            0.25766300E-03   0.72956100E-01
10           13            0.12224300E-04   0.73380600E-01
10           14            0.29527300E-04   0.73464000E-01
10           16            0.58526800E-04   0.74880800E-01
10           18            0.64373900E-05   0.74988800E-01
10           19            0.59352200E-04   0.75081000E-01
10           21            0.30118200E-05   0.75259900E-01
10           22            0.72640600E-05   0.75277000E-01
10           24            0.59058800E-07   0.75507500E-01
10           25            0.59058800E-07   0.75511100E-01
10           27            0.11339100E-04   0.75484600E-01
10           29            0.10630400E-05   0.75519700E-01
10           30            0.95670600E-05   0.75535300E-01
10           32            0.23622300E-06   0.75582000E-01
10           33            0.47244600E-06   0.75583500E-01
11           11            0.12892000E-03   0.73341200E-01
11           13            0.39331300E-04   0.73765700E-01
11           14            0.32127700E-04   0.73849100E-01
11           16            0.35021400E-04   0.75265900E-01
11           18            0.59650000E-04   0.75373900E-01
11           19            0.59708900E-04   0.75466100E-01
11           21            0.96856000E-05   0.75645000E-01
11           22            0.79136900E-05   0.75662100E-01
11           24            0.11811200E-06   0.75892600E-01
11           25            0.11811200E-06   0.75896200E-01
11           27            0.67326800E-05   0.75869700E-01
11           29            0.10098500E-04   0.75904800E-01
11           30            0.96260900E-05   0.75920400E-01
11           32            0.82679100E-06   0.75967100E-01
11           33            0.53149800E-06   0.75968600E-01
13           13            0.59057800E-07   0.74190200E-01
13           14            0.46653800E-05   0.74273600E-01
13           16            0.28346100E-05   0.75690400E-01
13           18            0.27165300E-05   0.75798400E-01
13           19            0.86220600E-05   0.75890600E-01
13           21            0.59057800E-07   0.76069500E-01
13           22            0.11221100E-05   0.76086600E-01
13           27            0.53148600E-06   0.76294200E-01
13           29            0.47243700E-06   0.76329300E-01
