    0.01     8.1844937e-05
   0.011     0.00071047869
   0.012        0.00400283
   0.014       0.052343937
   0.016        0.31499736
   0.018         1.1595347
    0.02         3.0793096
   0.023         8.9955993
   0.026         19.894072
    0.03         47.147071
   0.035         124.88277
    0.04         302.99442
   0.045         648.29495
    0.05         1216.7547
   0.055         2037.3455
    0.06         3107.6807
    0.07         5862.6084
    0.08         9086.3409
    0.09         12358.844
     0.1          15391.19
    0.11         18068.672
    0.12         20428.449
    0.14         24824.425
    0.16         30210.303
    0.18         38210.028
     0.2         50004.209
    0.23         76137.687
    0.26          112715.3
     0.3         176212.87
    0.35         274180.28
     0.4         385899.55
    0.45         505057.61
     0.5         626880.56
    0.55         747981.88
     0.6          866065.9
     0.7         1087809.6
     0.8         1286178.8
     0.9         1460049.4
       1         1610518.7
     1.1         1739604.9
     1.2         1849607.1
     1.4         2021303.5
     1.6           2141632
     1.8         2223256.6
       2         2275798.2
     2.3         2315371.9
     2.6         2322576.6
       3         2300731.9
     3.5         2244920.6
       4         2173879.4
     4.5         2097174.7
       5         2019836.8
     5.5         1944476.8
       6         1872383.3
       7         1739827.7
       8         1622889.7
       9         1520161.8
      10           1429724
      11         1349679.4
      12         1278408.6
      14         1157292.4
      16         1058547.6
      18         976369.66
      20         906703.26
      23          820167.4
      26         750058.62
      30         674677.95
      35         600371.71
      40         541722.33
      45         494698.61
      50         455935.92
      55         422944.08
      60         394464.21
      70         348365.93
      80         313500.92
      90          285217.5
     100         261194.76
     110         241197.45
     120         224555.06
     140         198242.11
     160         177613.31
     180         160390.81
     100         261194.76
     230         130647.13
     260         118009.35
     300         104418.43
     350         91311.737
     400         81449.376
     450          73805.53
     500          67471.47
     550         62037.701
     600         57487.277
     700          50304.69
     800         44738.352
     900         40461.998
    1000         36926.162
    2000         20108.801
    3000         13955.567
    4000          10839.33
    5000         8855.7767
    6000         7520.8127
    7000         6565.1174
    8000         5816.1266
    9000         5220.6866
   10000         4743.8265
-1                  -1
-2                  -2
