0.001               0
0.01                0
0.05                0
0.1                 0
0.2                 0
0.4                 0.0208272
0.6                 0.133401
0.8                 0.304892
1                   0.466435
1.2                 0.615736
1.4                 0.773308
1.6                 0.958797
1.8                 1.18874
2                   1.47837
2.2                 1.84293
2.4                 2.29836
2.6                 2.86129
2.8                 3.54886
3                   4.37815
3.2                 5.36563
3.4                 6.52645
3.6                 7.87373
3.8                 9.41794
4                   11.1663
4.2                 13.1224
4.4                 15.2858
4.6                 17.6523
4.8                 20.2136
5                   22.9579
5.5                 30.5127
6                   38.81
6.5                 47.5062
7                   56.2717
7.5                 64.8366
8                   73.0175
8.5                 80.7244
9                   87.9554
9.5                 94.7827
10                  101.337
12                  0
14                  0
16                  0
20                  0
-1                  -1
-2                  -2
