0.35	1.47E-03
0.4	3.48E-03
0.45	7.03E-03
0.5	1.27E-02
0.55	2.10E-02
0.6	3.28E-02
0.7	6.90E-02
0.8	1.27E-01
0.9	2.14E-01
1	3.35E-01
1.1	4.99E-01
1.2	7.11E-01
1.4	1.31E+00
1.6	2.19E+00
1.8	3.42E+00
2	5.04E+00
2.3	8.33E+00
2.6	1.28E+01
3	2.08E+01
3.5	3.46E+01
4	5.28E+01
4.5	7.57E+01
5	1.03E+02
5.5	1.35E+02
6	1.72E+02
7	2.57E+02
8	3.56E+02
9	4.66E+02
10	5.85E+02
11	7.09E+02
12	8.37E+02
14	1.10E+03
16	1.35E+03
18	1.60E+03
20	1.83E+03
23	2.15E+03
26	2.43E+03
30	2.75E+03
35	3.06E+03
40	3.30E+03
45	3.48E+03
50	3.61E+03
55	3.70E+03
60	3.76E+03
70	3.82E+03
80	3.82E+03
90	3.78E+03
100	3.71E+03
110	3.63E+03
120	3.55E+03
140	3.37E+03
160	3.19E+03
180	3.02E+03
200	2.87E+03
230	2.66E+03
260	2.48E+03 
