0.06	9.60E-04
0.07	3.58E-03
0.08	9.94E-03
0.09	2.26E-02
0.1	4.49E-02
0.11	8.03E-02
0.12	1.33E-01
0.14	3.11E-01
0.16	6.20E-01
0.18	1.11E+00
0.2	1.84E+00
0.23	3.53E+00
0.26	6.15E+00
0.3	1.16E+01
0.35	2.26E+01
0.4	3.97E+01
0.45	6.47E+01
0.5	9.96E+01
0.55	1.46E+02
0.6	2.06E+02
0.7	3.74E+02
0.8	6.19E+02
0.9	9.50E+02
1	1.38E+03
1.1	1.91E+03
1.2	2.54E+03
1.4	4.13E+03
1.6	6.12E+03
1.8	8.45E+03
2	1.11E+04
2.3	1.54E+04
2.6	2.00E+04
3	2.65E+04
3.5	3.44E+04
4	4.19E+04
4.5	4.89E+04
5	5.52E+04
5.5	6.09E+04
6	6.59E+04
7	7.42E+04
8	8.05E+04
9	8.52E+04
10	8.86E+04
11	9.11E+04
12	9.27E+04
14	9.43E+04
16	9.43E+04
18	9.34E+04
20	9.19E+04
23	8.91E+04
26	8.59E+04
30	8.16E+04
35	7.65E+04
40	7.18E+04
45	6.75E+04
50	6.37E+04
55	6.02E+04
60	5.71E+04
70	5.18E+04
80	4.74E+04
90	4.38E+04 
