  1.000E-03   2.872E+01   4.947E-03   2.873E+01   6.108E-05
   1.500E-03   2.808E+01   6.301E-03   2.809E+01   9.203E-05
   2.000E-03   2.584E+01   7.557E-03   2.584E+01   1.233E-04
   2.500E-03   2.364E+01   8.660E-03   2.365E+01   1.548E-04
   3.000E-03   2.174E+01   9.622E-03   2.175E+01   1.866E-04
   3.500E-03   2.012E+01   1.047E-02   2.013E+01   2.186E-04
   4.000E-03   1.873E+01   1.123E-02   1.874E+01   2.510E-04
   4.500E-03   1.754E+01   1.190E-02   1.755E+01   2.836E-04
   5.000E-03   1.651E+01   1.251E-02   1.652E+01   3.165E-04
   6.000E-03   1.480E+01   1.358E-02   1.482E+01   3.830E-04
   7.000E-03   1.346E+01   1.449E-02   1.347E+01   4.507E-04
   8.000E-03   1.237E+01   1.527E-02   1.238E+01   5.194E-04
   9.000E-03   1.146E+01   1.596E-02   1.148E+01   5.892E-04
   1.000E-02   1.070E+01   1.657E-02   1.071E+01   6.600E-04
   1.500E-02   8.145E+00   1.885E-02   8.164E+00   1.030E-03
   2.000E-02   6.685E+00   2.040E-02   6.705E+00   1.425E-03
   2.500E-02   5.730E+00   2.156E-02   5.751E+00   1.844E-03
   3.000E-02   5.052E+00   2.249E-02   5.074E+00   2.287E-03
   3.500E-02   4.544E+00   2.326E-02   4.567E+00   2.753E-03
   4.000E-02   4.148E+00   2.393E-02   4.171E+00   3.241E-03
   4.500E-02   3.830E+00   2.452E-02   3.854E+00   3.751E-03
   5.000E-02   3.568E+00   2.505E-02   3.594E+00   4.281E-03
   6.000E-02   3.164E+00   2.598E-02   3.190E+00   5.400E-03
   7.000E-02   2.865E+00   2.679E-02   2.892E+00   6.596E-03
   8.000E-02   2.635E+00   2.753E-02   2.662E+00   7.862E-03
   9.000E-02   2.452E+00   2.820E-02   2.480E+00   9.196E-03
   1.000E-01   2.303E+00   2.882E-02   2.331E+00   1.059E-02
   1.500E-01   1.842E+00   3.152E-02   1.874E+00   1.842E-02
   2.000E-01   1.606E+00   3.386E-02   1.640E+00   2.742E-02
   2.500E-01   1.465E+00   3.613E-02   1.501E+00   3.736E-02
   3.000E-01   1.373E+00   3.845E-02   1.411E+00   4.807E-02
   3.500E-01   1.309E+00   4.083E-02   1.350E+00   5.942E-02
   4.000E-01   1.263E+00   4.330E-02   1.306E+00   7.130E-02
