   1.000E-03   6.569E+00   4.085E-03   6.573E+00   9.546E-05
   1.500E-03   1.265E+01   5.677E-03   1.265E+01   1.438E-04
   2.000E-03   1.390E+01   7.312E-03   1.391E+01   1.924E-04
   2.500E-03   1.387E+01   8.837E-03   1.388E+01   2.415E-04
   3.000E-03   1.343E+01   1.021E-02   1.344E+01   2.909E-04
   3.500E-03   1.288E+01   1.146E-02   1.289E+01   3.407E-04
   4.000E-03   1.231E+01   1.260E-02   1.232E+01   3.909E-04
   4.500E-03   1.176E+01   1.365E-02   1.178E+01   4.414E-04
   5.000E-03   1.125E+01   1.461E-02   1.126E+01   4.924E-04
   6.000E-03   1.034E+01   1.633E-02   1.035E+01   5.954E-04
   7.000E-03   9.565E+00   1.785E-02   9.583E+00   7.000E-04
   8.000E-03   8.909E+00   1.919E-02   8.928E+00   8.061E-04
   9.000E-03   8.346E+00   2.039E-02   8.367E+00   9.137E-04
   1.000E-02   7.860E+00   2.148E-02   7.881E+00   1.023E-03
   1.500E-02   6.161E+00   2.584E-02   6.187E+00   1.592E-03
   2.000E-02   5.140E+00   2.908E-02   5.169E+00   2.202E-03
   2.500E-02   4.454E+00   3.169E-02   4.486E+00   2.852E-03
   3.000E-02   3.959E+00   3.390E-02   3.992E+00   3.542E-03
   3.500E-02   3.582E+00   3.581E-02   3.618E+00   4.275E-03
   4.000E-02   3.287E+00   3.753E-02   3.324E+00   5.049E-03
   4.500E-02   3.047E+00   3.907E-02   3.086E+00   5.866E-03
   5.000E-02   2.849E+00   4.050E-02   2.890E+00   6.725E-03
   6.000E-02   2.541E+00   4.306E-02   2.584E+00   8.569E-03
   7.000E-02   2.311E+00   4.534E-02   2.356E+00   1.058E-02
   8.000E-02   2.132E+00   4.741E-02   2.180E+00   1.274E-02
   9.000E-02   1.990E+00   4.932E-02   2.039E+00   1.506E-02
   1.000E-01   1.874E+00   5.110E-02   1.925E+00   1.750E-02
   1.500E-01   1.512E+00   5.877E-02   1.571E+00   3.119E-02
   2.000E-01   1.326E+00   6.527E-02   1.391E+00   4.601E-02
   2.500E-01   1.214E+00   7.125E-02   1.285E+00   6.098E-02
   3.000E-01   1.141E+00   7.698E-02   1.218E+00   7.577E-02
   3.500E-01   1.090E+00   8.256E-02   1.173E+00   9.030E-02
   4.000E-01   1.054E+00   8.807E-02   1.143E+00   1.046E-01
   4.500E-01   1.028E+00   9.355E-02   1.122E+00   1.186E-01
   5.000E-01   1.008E+00   9.901E-02   1.107E+00   1.323E-01
   6.000E-01   9.821E-01   1.099E-01   1.092E+00   1.591E-01
   7.000E-01   9.670E-01   1.209E-01   1.088E+00   1.851E-01
   8.000E-01   9.585E-01   1.318E-01   1.090E+00   2.102E-01
   9.000E-01   9.543E-01   1.429E-01   1.097E+00   2.345E-01
   1.000E+00   9.528E-01   1.540E-01   1.107E+00   2.581E-01
   1.500E+00   9.639E-01   2.107E-01   1.175E+00   3.674E-01
   2.000E+00   9.842E-01   2.692E-01   1.253E+00   4.654E-01
   2.500E+00   1.005E+00   3.291E-01   1.334E+00   5.551E-01
