5.0000000e+004	1.0000000e+000	1.4922745e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	
5.0000000e+004	1.2084180e+000	1.6880080e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	
5.0000000e+004	1.4602741e+000	1.9024305e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	
5.0000000e+004	1.7646215e+000	2.1359158e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	
5.0000000e+004	2.1324004e+000	2.3887786e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	
5.0000000e+004	2.5768310e+000	2.6615396e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	
5.0000000e+004	3.1138890e+000	2.9554555e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	
5.0000000e+004	3.7628795e+000	3.2735025e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	
5.0000000e+004	4.5471314e+000	3.6221568e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	
5.0000000e+004	5.4948354e+000	4.0146695e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	
5.0000000e+004	6.6400581e+000	4.4774076e+000	2.0042154e-001	0.0000000e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	
5.0000000e+004	8.0239657e+000	5.0632857e+000	2.2434681e-001	0.0000000e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	
5.0000000e+004	9.6963046e+000	5.8840722e+000	2.5632282e-001	0.0000000e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	
5.0000000e+004	1.1717189e+001	7.2023927e+000	3.0480583e-001	0.0000000e+000	0.0000000e+000	0.0000000e+000	0.0000000e+000	
5.0000000e+004	1.4159262e+001	9.7594384e+000	3.9246149e-001	2.3882336e-001	0.0000000e+000	0.0000000e+000	0.0000000e+000	
5.0000000e+004	1.7110308e+001	1.6282385e+001	6.0239835e-001	2.8553111e-001	0.0000000e+000	0.0000000e+000	0.0000000e+000	
5.0000000e+004	2.0676404e+001	3.2606182e+001	1.5047619e+000	3.7387529e-001	0.0000000e+000	0.0000000e+000	0.0000000e+000	
5.0000000e+004	2.4985738e+001	2.9073808e+001	3.3383370e+000	5.7504144e-001	0.0000000e+000	0.0000000e+000	0.0000000e+000	
