    0.01                 0
   0.011                 0
   0.012                 0
   0.014                 0
   0.016                 0
   0.018                 0
    0.02                 0
   0.023                 0
   0.026                 0
    0.03                 0
   0.035    1.6941794e-316
    0.04    6.6939723e-224
   0.045    5.8520402e-171
    0.05    6.6648581e-137
   0.055    2.6262957e-113
    0.06     4.3038375e-96
    0.07     7.4875052e-73
    0.08      4.674077e-58
    0.09     6.4259078e-48
     0.1     1.3500553e-40
    0.11     4.2960637e-35
    0.12     7.9208187e-31
    0.14     1.0973621e-24
    0.16     1.6368592e-20
    0.18     1.6332191e-17
     0.2     2.8879529e-15
    0.23     8.5287415e-13
    0.26     5.1318401e-11
     0.3      2.651024e-09
    0.35     8.3467106e-08
     0.4     9.7530836e-07
    0.45     6.1424229e-06
     0.5     2.5675583e-05
    0.55     8.0697386e-05
     0.6     0.00020638896
     0.7     0.00088251855
     0.8       0.002592793
     0.9      0.0059827344
       1        0.01170469
     1.1        0.02034847
     1.2       0.032405048
     1.4       0.068163488
     1.6        0.12074069
     1.8        0.19044741
       2        0.27651117
     2.3        0.43279951
     2.6        0.61535931
       3         0.8857613
     3.5         1.2409602
       4         1.5864783
     4.5         1.9003311
       5         2.1706941
     5.5         2.3953071
       6         2.5801082
       7         2.8849852
       8         3.2339077
       9         3.8076656
      10         4.7862102
      11         6.3285125
      12         8.5624325
      14         15.445598
      16         25.803703
      18         39.597255
      20         56.521371
      23         86.777701
      26         121.35833
      30         171.42226
      35         236.07173
      40         299.15343
      45         358.16637
      50         411.84942
      55         459.73271
      60         501.82258
      70         569.85937
      80         619.36243
      90         654.06326
     100         677.26062
     110         691.64726
     120         699.34385
     140         700.85217
     160         690.83865
     180          674.5998
     100         677.26062
     230         624.06524
     260         593.01366
     300         554.05446
     350         510.54976
     400         472.77183
     450         440.02823
     500         411.51167
     550         386.52535
     600         364.50499
     700         327.51131
     800         297.57975
     900          272.8991
    1000         252.24852
    2000         146.24845
    3000          104.6061
    4000         81.967024
    5000          67.90486
    6000         58.118736
    7000         50.637497
    8000         45.147678
    9000         40.954092
   10000         37.390788
-1                  -1
-2                  -2
