    0.01     3.5978233e-15
   0.011     3.1836852e-13
   0.012     1.0915047e-11
   0.014     2.0048788e-09
   0.016     7.7890954e-08
   0.018     1.1749124e-06
    0.02     9.5592071e-06
   0.023     0.00010410133
   0.026     0.00062548685
    0.03       0.003805803
   0.035       0.020135454
    0.04       0.070561727
   0.045        0.18914491
    0.05        0.42136888
   0.055        0.82119133
    0.06         1.4477353
    0.07         3.6257785
    0.08         7.4314232
    0.09         13.288627
     0.1         21.546272
    0.11         32.473223
    0.12         46.263283
    0.14         82.891071
    0.16         131.86303
    0.18         193.05184
     0.2         266.00877
    0.23         396.14807
    0.26         549.06472
     0.3          784.3716
    0.35         1121.6403
     0.4         1498.6443
    0.45         1907.1223
     0.5         2339.8656
    0.55         2790.5356
     0.6         3253.6207
     0.7         4198.8232
     0.8         5145.8103
     0.9         6074.1444
       1         6970.3976
     1.1          7826.251
     1.2         8637.0052
     1.4         10116.168
     1.6          11407.62
     1.8         12523.867
       2         13482.113
     2.3         14662.549
     2.6         15584.557
       3          16494.28
     3.5          17241.95
       4         17676.309
     4.5         17888.505
       5         17942.552
     5.5          17883.85
       6         17744.933
       7         17314.226
       8         16772.593
       9          16186.33
      10         15591.813
      11         15008.876
      12         14447.995
      14         13409.673
      16         12487.673
      18         11674.125
      20         10956.131
      23         10029.714
      26         9249.9258
      30         8386.5107
      35         7519.1661
      40         6823.0277
      45         6251.7127
      50         5774.2678
      55         5369.2549
      60         5021.1381
      70          4452.521
      80          4006.908
      90         3648.1108
     100         3352.4688
     110         3103.9684
     120         2891.9823
     140         2549.5668
     160         2284.7714
     180         2072.6833
     100         3352.4688
     230         1689.1582
     260         1524.2872
     300         1351.2922
     350         1185.6824
     400         1058.3758
     450         957.31425
     500         874.75045
     550         805.94902
     600         747.85711
     700         654.81322
     800         583.51885
     900         526.74044
    1000         480.48302
    2000         261.76564
    3000         183.39386
    4000         141.86265
    5000         116.25645
    6000         98.762162
    7000         86.033446
    8000         76.305204
    9000         68.626555
   10000         62.400142
-1                  -1
-2                  -2
