1.000000e-05 4.359680e+03 
2.073600e-05 5.054040e+03 
4.299820e-05 5.750700e+03 
8.916100e-05 6.448300e+03 
1.848840e-04 7.137510e+03 
3.833760e-04 7.745640e+03 
5.520610e-04 7.965570e+03 
6.624740e-04 8.033500e+03 
7.949680e-04 8.050370e+03 
1.000000e-03 7.963570e+03 
1.414210e-03 7.672220e+03 
2.000000e-03 7.336960e+03 
2.514870e-03 7.074470e+03 
3.546030e-03 6.611480e+03 
5.000000e-03 6.068960e+03 
6.771280e-03 5.535690e+03 
9.170040e-03 4.973910e+03 
1.189210e-02 4.487280e+03 
1.542210e-02 4.015160e+03 
1.874170e-02 3.681610e+03 
2.242710e-02 3.373980e+03 
2.740450e-02 3.049970e+03 
3.396950e-02 2.728810e+03 
4.121260e-02 2.464510e+03 
5.000000e-02 2.224410e+03 
5.946040e-02 2.029640e+03 
6.771280e-02 1.895800e+03 
8.228780e-02 1.713710e+03 
1.000000e-01 1.563420e+03 
1.189210e-01 1.439980e+03 
1.354260e-01 1.356280e+03 
1.645760e-01 1.244470e+03 
2.000000e-01 1.147270e+03 
2.357950e-01 1.075390e+03 
2.740450e-01 1.017550e+03 
3.185000e-01 9.668850e+02 
3.864110e-01 9.119860e+02 
4.594580e-01 8.719530e+02 
5.452540e-01 8.405110e+02 
6.771280e-01 8.105410e+02 
8.228780e-01 7.915330e+02 
1.000000e+00 7.786240e+02 
1.189210e+00 7.712650e+02 
1.542210e+00 7.659760e+02 
2.213360e+00 7.669080e+02 
3.000000e+00 7.728690e+02 
4.472140e+00 7.848200e+02 
6.928200e+00 7.988330e+02 
1.224740e+01 8.225710e+02 
2.000000e+01 8.408510e+02 
3.464100e+01 8.607900e+02 
5.477230e+01 8.829430e+02 
8.944270e+01 9.061310e+02 
1.414210e+02 9.277070e+02 
2.000000e+02 9.428360e+02 
3.162280e+02 9.600260e+02 
5.000000e+02 9.762050e+02 
8.408960e+02 9.958820e+02 
1.414210e+03 1.016500e+03 
2.514870e+03 1.040620e+03 
5.000000e+03 1.071420e+03 
1.000000e+04 1.099900e+03 
2.073600e+04 1.132050e+03 
4.299820e+04 1.164540e+03 
8.916100e+04 1.197020e+03 
1.000000e+05 1.202140e+03 
-1           -1           
-2           -2           
