1 1.361e-05 7.736e-10 7.34049e-10 3.36649e-10 7.95182e-11 5.10106e-11 7.736e-10 7.34049e-10 3.36649e-10 7.95182e-11 5.10106e-11
2 2.342e-05 3.249e-08 3.19906e-08 6.66543e-09 2.28449e-08 -4.86441e-09 3.249e-08 3.19906e-08 6.66543e-09 2.28449e-08 -4.86441e-09
3 5.985e-05 2.6638e-07 2.7801e-07 -1.35054e-08 3.07328e-07 -7.97861e-08 2.70303e-07 2.82095e-07 -1.35512e-08 3.11509e-07 -8.08398e-08
4 0.00011836 1.146e-06 1.19914e-06 1.44512e-07 1.04228e-06 -2.54468e-07 1.19105e-06 1.24576e-06 1.53034e-07 1.07951e-06 -2.63295e-07
5 0.00019561 3.4895e-06 3.72461e-06 7.02333e-07 2.77688e-06 -6.42179e-07 3.65999e-06 3.90676e-06 7.35335e-07 2.91566e-06 -6.75443e-07
6 0.00029101 8.5974e-06 9.4362e-06 1.98357e-06 6.23065e-06 -1.33959e-06 9.05505e-06 9.93952e-06 2.08298e-06 6.57394e-06 -1.41679e-06
7 0.00040485 1.8302e-05 2.05349e-05 4.9559e-06 1.22299e-05 -2.53507e-06 1.93196e-05 2.16603e-05 5.31103e-06 1.28093e-05 -2.64027e-06
8 0.00053728 3.5042e-05 3.98148e-05 1.23936e-05 1.94699e-05 -3.45795e-06 3.70401e-05 4.21007e-05 1.3021e-05 2.06809e-05 -3.69245e-06
9 0.00068837 6.1892e-05 7.25885e-05 1.98508e-05 3.6659e-05 -6.97906e-06 6.54798e-05 7.67574e-05 2.12026e-05 3.85198e-05 -7.28607e-06
10 0.00085818 0.00010259 0.000130864 -4.76274e-06 9.85329e-05 -2.23304e-05 0.000108604 0.000138555 -5.13432e-06 0.000104433 -2.36869e-05
11 0.001064 0.00016152 0.000197726 5.87086e-05 8.53213e-05 -1.43613e-05 0.000171795 0.000210227 6.27925e-05 9.03231e-05 -1.51233e-05
12 0.0012945 0.00024398 0.000302736 9.80174e-05 0.000119232 -1.86645e-05 0.000261001 0.000323763 0.000105298 0.000126995 -1.97638e-05
13 0.0015499 0.00035567 0.000450744 0.000148113 0.000165848 -2.38092e-05 0.000382296 0.000484567 0.000158792 0.000178834 -2.58156e-05
14 0.0018285 0.00050364 0.000650136 0.000211095 0.000237944 -3.59905e-05 0.000543498 0.000701588 0.000227946 0.000256354 -3.86006e-05
15 0.0021304 0.00069527 0.000914571 0.000299215 0.000317049 -4.55162e-05 0.0007529 0.000990521 0.000323295 0.00034422 -4.95464e-05
16 0.0024559 0.00093904 0.0012507 0.000434008 0.00039835 -5.23036e-05 0.00102 0.00135835 0.00047247 0.000431266 -5.61858e-05
17 0.0028049 0.0012431 0.0016898 0.000571696 0.000524832 -6.62294e-05 0.00135399 0.00184039 0.000623079 0.000571626 -7.21006e-05
18 0.0031776 0.0016173 0.00223512 0.000781845 0.000642793 -7.37757e-05 0.00176596 0.00244093 0.000851648 0.000704399 -8.12235e-05
19 0.0035833 0.0020736 0.00290803 0.00102913 0.000796972 -8.57188e-05 0.00227096 0.00318546 0.00112336 0.000877379 -9.51524e-05
20 0.004015 0.0026213 0.00374119 0.00129466 0.00102358 -0.000114327 0.00287996 0.00411131 0.00141753 0.00113 -0.00012704
21 0.0044658 0.0032741 0.00474918 0.0016215 0.00128108 -0.000143994 0.00360497 0.00523057 0.00177833 0.00141884 -0.000160956
22 0.0049406 0.0040455 0.00596081 0.00202834 0.00155277 -0.000166799 0.004463 0.00657781 0.0022279 0.00172496 -0.000187639
23 0.0054396 0.0049477 0.00739707 0.0025144 0.00187401 -0.000197846 0.005468 0.00817674 0.00276969 0.00208131 -0.000220957
24 0.0059576 0.0059961 0.00908989 0.00308925 0.00224878 -0.000238261 0.00663304 0.0100579 0.00340573 0.00249988 -0.000265833
