1.361e-05 0.630957 44 0
1.361e-05 1.58971e-08
1.6788e-05 1.69319e-08
2e-05 1.76975e-08
2.37137e-05 1.83325e-08
2.81838e-05 1.88628e-08
3.38844e-05 1.92993e-08
4.12098e-05 1.96184e-08
5.01187e-05 1.97897e-08
6.09537e-05 1.98236e-08
7.5e-05 1.97138e-08
9.22571e-05 1.94685e-08
0.000116145 1.90513e-08
0.000147911 1.84688e-08
0.000188365 1.7764e-08
0.000242661 1.69201e-08
0.000316228 1.59555e-08
0.000416869 1.48876e-08
0.000555904 1.3741e-08
0.000749894 1.25434e-08
0.00103514 1.12792e-08
0.00146218 9.98591e-09
0.00211349 8.69753e-09
0.00316228 7.41578e-09
0.00537032 5.95838e-09
0.00881049 4.81899e-09
0.016788 3.6195e-09
0.0334965 2.64974e-09
0.0609537 2.02724e-09
0.0933254 1.6898e-09
0.11885 1.5339e-09
0.146218 1.42201e-09
0.175792 1.33735e-09
0.204174 1.28098e-09
0.237137 1.23628e-09
0.269153 1.20781e-09
0.301995 1.19073e-09
0.338844 1.1827e-09
0.375837 1.18404e-09
0.412098 1.19313e-09
0.451856 1.21064e-09
0.49545 1.23778e-09
0.537032 1.27023e-09
0.582103 1.31185e-09
0.630957 1.36409e-09
