0.046876 0.60256 168
168
0.046876 0.520607
0.0476 0.525078
0.048 0.526788
0.0486 0.530635
0.0489779 0.531711
0.049545 0.533314
0.0496 0.533469
0.0506991 0.538933
0.0512861 0.541823
0.05188 0.544712
0.0524807 0.546833
0.0530884 0.548967
0.054325 0.553266
0.0549541 0.555424
0.0568853 0.561958
0.0595662 0.571749
0.06 0.573312
0.0609537 0.576724
0.0616595 0.579203
0.0623735 0.581698
0.0638264 0.586046
0.0653131 0.590433
0.0668344 0.594856
0.0676083 0.597079
0.0691831 0.601553
0.0724436 0.609383
0.074131 0.613302
0.0749894 0.615272
0.0767362 0.619238
0.0803526 0.627265
0.081283 0.629293
0.0831764 0.633364
0.0851138 0.637467
0.0860994 0.639534
0.0870964 0.641584
0.0881049 0.64334
0.0901571 0.646869
0.0912011 0.648644
0.0933254 0.652212
0.0954993 0.655809
0.0988553 0.661251
0.1 0.663073
0.104713 0.670433
0.108393 0.675953
0.109648 0.677804
0.110918 0.679444
0.114815 0.684367
0.116145 0.686033
0.120226 0.691029
0.124452 0.696098
0.128825 0.701192
0.130317 0.702908
0.134896 0.70801
0.138038 0.711449
0.141254 0.714923
0.142889 0.716654
0.144544 0.71835
0.146218 0.72005
0.147911 0.721752
0.149624 0.723461
0.151356 0.725167
0.153109 0.726889
0.156675 0.730338
0.158489 0.732075
0.160325 0.733828
0.162181 0.735568
0.165 0.738195
0.169824 0.742622
0.171791 0.744411
0.175792 0.747975
0.177828 0.749782
0.179887 0.751576
0.18197 0.753385
0.184077 0.755203
0.186209 0.757027
0.190546 0.760674
0.192752 0.762515
0.194985 0.764371
0.197242 0.766222
0.201837 0.769965
0.206538 0.773715
0.211349 0.777497
0.213796 0.779391
0.216272 0.7813
0.218776 0.783466
0.221309 0.785639
0.223872 0.787827
0.226464 0.790021
0.229087 0.792238
0.234423 0.796679
0.237137 0.798912
0.239883 0.801157
0.242661 0.803413
0.245471 0.805673
0.248313 0.807967
0.254097 0.812585
0.25704 0.814911
0.260016 0.817245
0.265 0.821126
0.266072 0.822061
0.269153 0.824749
0.278612 0.832868
0.281838 0.835593
0.285102 0.838335
0.288403 0.841077
0.291743 0.843851
0.295121 0.846632
0.298538 0.849424
0.301995 0.852273
0.305492 0.855516
0.30903 0.858776
0.312608 0.862044
0.316228 0.865328
0.319889 0.868621
0.323594 0.871937
0.327341 0.875269
0.331131 0.878612
0.334965 0.88197
0.338844 0.885345
0.342768 0.888746
0.346737 0.892164
0.350752 0.89605
0.354813 0.900002
0.358922 0.903979
0.363078 0.907975
0.371535 0.91603
0.375837 0.920083
0.380189 0.924155
0.384592 0.928261
0.389045 0.93238
0.39355 0.936522
0.398107 0.941217
0.4 0.943168
0.402717 0.945961
0.40738 0.95078
0.416869 0.960505
0.421696 0.965403
0.42658 0.970335
0.431519 0.975287
0.436516 0.980285
0.44157 0.985292
0.446684 0.990343
0.44721 0.990858
0.451856 0.995999
0.457088 1.00177
0.473151 1.01949
0.47863 1.02547
0.484172 1.03149
0.489779 1.03757
0.49545 1.04367
0.501187 1.04982
0.506991 1.05666
0.512861 1.06355
0.5188 1.0705
0.524807 1.07757
0.530884 1.08469
0.537032 1.09188
0.54325 1.09911
0.549541 1.1064
0.555904 1.11374
0.562341 1.12112
0.568853 1.12928
0.57544 1.1375
0.582103 1.1458
0.588844 1.15425
0.595662 1.16276
0.6 1.16817
0.60256 1.17136
