1.000000e-06 1.000000e+05 774
774
1.000000e-06 1.458583e-35
1.059963e-06 2.186111e-35
1.093087e-06 2.716696e-35
1.127246e-06 3.385214e-35
1.162473e-06 4.230565e-35
1.197172e-06 5.250934e-35
1.230788e-06 6.454907e-35
1.263353e-06 7.865412e-35
1.294900e-06 9.507025e-35
1.325462e-06 1.140612e-34
1.355068e-06 1.359089e-34
1.383749e-06 1.609148e-34
1.411534e-06 1.894001e-34
1.438451e-06 2.217068e-34
1.464526e-06 2.581982e-34
1.489787e-06 2.992603e-34
1.514258e-06 3.453013e-34
1.537965e-06 3.967547e-34
1.560930e-06 4.540766e-34
1.583178e-06 5.177517e-34
1.604731e-06 5.882892e-34
1.625610e-06 6.662260e-34
1.645837e-06 7.521286e-34
1.665432e-06 8.465921e-34
1.684414e-06 9.502406e-34
1.702803e-06 1.063732e-33
1.720618e-06 1.187757e-33
1.737875e-06 1.323034e-33
1.754594e-06 1.470323e-33
1.770790e-06 1.630415e-33
1.786480e-06 1.804136e-33
1.801679e-06 1.992352e-33
1.830668e-06 2.415919e-33
1.857874e-06 2.908846e-33
1.870842e-06 3.184154e-33
1.883406e-06 3.480750e-33
1.895576e-06 3.799929e-33
1.918788e-06 4.507622e-33
1.940918e-06 5.328821e-33
1.961665e-06 6.265698e-33
1.981115e-06 7.330765e-33
1.999350e-06 8.536895e-33
2.016444e-06 9.897838e-33
2.032471e-06 1.142783e-32
2.048000e-06 1.320407e-32
2.061581e-06 1.505327e-32
2.074786e-06 1.718120e-32
2.087166e-06 1.954184e-32
2.098773e-06 2.215234e-32
2.109654e-06 2.503033e-32
2.119854e-06 2.819378e-32
2.129418e-06 3.166103e-32
2.138383e-06 3.545041e-32
2.146788e-06 3.958042e-32
2.154668e-06 4.406951e-32
2.162056e-06 4.893603e-32
2.168981e-06 5.419813e-32
2.175474e-06 5.987408e-32
2.181561e-06 6.598195e-32
2.187268e-06 7.254011e-32
2.192618e-06 7.956698e-32
2.197633e-06 8.708157e-32
2.202335e-06 9.510389e-32
2.206743e-06 1.036555e-31
2.210876e-06 1.127602e-31
2.214750e-06 1.224442e-31
2.218383e-06 1.327359e-31
2.221788e-06 1.436649e-31
2.224980e-06 1.552606e-31
