1.000000000e+05 6.549227238e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 6.774901867e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 7.008354187e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 7.249849796e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 7.499668121e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 7.758093834e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 8.025424957e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 8.301967621e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 8.588039398e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 8.883969307e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 9.190095901e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 9.506771088e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 9.834358215e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 1.017323017e+01 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 1.052379036e+01 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 1.078999996e+01 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 1.088642025e+01 8.048948803e-05 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 1.126154995e+01 2.208374441e-03 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 1.164960003e+01 7.428141311e-03 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 1.205103016e+01 1.549142413e-02 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 1.246627998e+01 2.602674067e-02 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 1.289585018e+01 3.880910948e-02 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 1.334022045e+01 5.348030478e-02 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 1.339000034e+01 5.518792570e-02 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 1.379990005e+01 6.920366734e-02 9.100783500e-04 0.000000000e+00 0.000000000e+00 0.000000000e+00 
1.000000000e+05 1.427542019e+01 8.544585109e-02 3.995602950e-03 0.000000000e+00 0.000000000e+00 0.000000000e+00 
