1.000000e+03 6.861014e-21 6.281122e-21 4.578395e-21 9.150669e-22 3.117933e-26
1.024220e+03 7.012567e-21 6.399869e-21 4.654462e-21 9.317677e-22 3.182071e-26
1.049027e+03 7.166014e-21 6.520353e-21 4.750122e-21 9.441471e-22 3.282836e-26
1.074435e+03 7.321350e-21 6.642581e-21 4.829233e-21 9.572443e-22 3.348147e-26
1.100459e+03 7.478570e-21 6.791383e-21 4.909776e-21 9.658588e-22 3.451219e-26
1.127112e+03 7.637670e-21 6.917479e-21 4.991764e-21 9.803594e-22 3.542625e-26
1.154411e+03 7.773491e-21 7.045352e-21 5.075206e-21 9.903105e-22 3.621409e-26
1.182372e+03 7.935927e-21 7.175010e-21 5.160115e-21 1.006233e-21 3.713315e-26
1.211009e+03 8.100228e-21 7.306462e-21 5.246502e-21 1.017531e-21 3.818931e-26
1.240340e+03 8.266387e-21 7.439717e-21 5.334378e-21 1.029490e-21 3.910902e-26
1.270382e+03 8.434401e-21 7.574784e-21 5.423754e-21 1.042114e-21 4.016610e-26
1.301151e+03 8.577123e-21 7.711671e-21 5.514642e-21 1.055404e-21 4.136562e-26
1.332666e+03 8.748415e-21 7.850387e-21 5.586579e-21 1.069365e-21 4.241853e-26
1.364943e+03 8.921544e-21 7.990940e-21 5.680281e-21 1.084000e-21 4.331290e-26
1.398003e+03 9.096507e-21 8.133339e-21 5.775526e-21 1.093717e-21 4.465114e-26
1.431863e+03 9.244569e-21 8.248831e-21 5.851188e-21 1.109666e-21 4.583047e-26
1.466543e+03 9.422766e-21 8.394577e-21 5.949303e-21 1.120628e-21 4.683917e-26
1.502064e+03 9.602780e-21 8.542191e-21 6.048991e-21 1.132201e-21 4.798907e-26
1.538444e+03 9.784607e-21 8.691682e-21 6.128447e-21 1.144384e-21 4.928653e-26
1.575706e+03 9.937919e-21 8.843059e-21 6.209060e-21 1.157179e-21 5.073671e-26
1.613870e+03 1.012294e-20 8.965793e-21 6.313022e-21 1.170587e-21 5.200191e-26
1.652959e+03 1.030976e-20 9.120588e-21 6.396153e-21 1.184610e-21 5.306766e-26
1.692994e+03 1.046687e-20 9.277291e-21 6.503092e-21 1.199250e-21 5.463635e-26
1.733999e+03 1.065686e-20 9.404330e-21 6.588771e-21 1.208606e-21 5.600399e-26
1.775998e+03 1.084864e-20 9.564493e-21 6.675640e-21 1.224445e-21 5.752777e-26
1.819013e+03 1.100952e-20 9.694338e-21 6.763703e-21 1.234939e-21 5.883551e-26
1.863070e+03 1.120445e-20 9.857991e-21 6.852968e-21 1.251984e-21 6.029728e-26
1.908195e+03 1.140115e-20 1.002359e-20 6.967103e-21 1.263617e-21 6.191946e-26
1.954412e+03 1.156578e-20 1.015784e-20 7.058986e-21 1.275808e-21 6.330687e-26
2.001749e+03 1.176562e-20 1.032697e-20 7.152089e-21 1.288555e-21 6.485200e-26
2.050232e+03 1.196724e-20 1.046409e-20 7.246420e-21 1.301859e-21 6.656152e-26
2.099889e+03 1.213560e-20 1.063679e-20 7.341985e-21 1.315721e-21 6.844115e-26
2.150750e+03 1.234035e-20 1.077682e-20 7.438791e-21 1.330141e-21 7.006495e-26
2.202842e+03 1.254686e-20 1.091816e-20 7.536844e-21 1.338913e-21 7.185578e-26
2.256195e+03 1.271896e-20 1.109607e-20 7.611091e-21 1.354415e-21 7.381979e-26
2.310841e+03 1.292861e-20 1.124036e-20 7.711457e-21 1.364219e-21 7.550707e-26
2.366811e+03 1.310309e-20 1.138599e-20 7.813089e-21 1.380804e-21 7.736371e-26
2.424136e+03 1.331588e-20 1.156920e-20 7.915996e-21 1.391636e-21 7.939645e-26
2.482850e+03 1.353045e-20 1.171783e-20 8.020185e-21 1.402972e-21 8.112821e-26
2.542985e+03 1.370870e-20 1.186783e-20 8.099646e-21 1.421165e-21 8.352438e-26
2.604578e+03 1.392643e-20 1.205642e-20 8.206213e-21 1.433524e-21 8.561524e-26
2.667662e+03 1.410711e-20 1.220947e-20 8.314084e-21 1.446385e-21 8.738022e-26
2.732273e+03 1.432801e-20 1.236392e-20 8.396694e-21 1.459745e-21 8.983861e-26
2.798450e+03 1.455071e-20 1.251978e-20 8.506986e-21 1.473605e-21 9.196564e-26
