7.000000e+02  7.940985e-25  7.178495e-25  2.554570e-25  9.300362e-26  1.911588e-31  
1.400000e+03  5.091852e-24  4.335695e-24  2.130227e-24  4.413762e-25  1.195288e-30  
2.100000e+03  1.342264e-23  1.113684e-23  6.876773e-24  1.021819e-24  3.438421e-30  
2.800000e+03  2.557421e-23  2.090456e-23  1.267807e-23  1.806711e-24  7.236472e-30  
3.500000e+03  4.125553e-23  3.339387e-23  2.001646e-23  2.775141e-24  1.285260e-29  
4.200000e+03  6.018862e-23  4.838251e-23  2.876284e-23  4.185704e-24  1.705353e-29  
4.900000e+03  8.621587e-23  6.907495e-23  3.880695e-23  5.508832e-24  3.264516e-29  
5.600000e+03  1.113617e-22  8.885590e-23  5.005380e-23  6.971795e-24  4.007876e-29  
6.300000e+03  1.390466e-22  1.105845e-22  6.494562e-23  8.565482e-24  4.800428e-29  
7.000000e+03  1.691033e-22  1.341332e-22  7.853798e-23  1.028196e-23  7.553095e-29  
1.400000e+04  5.872621e-22  4.610532e-22  2.672266e-22  3.406392e-23  4.362308e-28  
2.100000e+04  1.143226e-21  8.945836e-22  5.135676e-22  6.562882e-23  1.310273e-27  
2.800000e+04  1.790874e-21  1.398955e-21  8.048282e-22  1.025132e-22  2.635463e-27  
3.500000e+04  2.499043e-21  1.949440e-21  1.126196e-21  1.426613e-22  4.536114e-27  
4.200000e+04  3.265170e-21  2.545574e-21  1.470742e-21  1.864969e-22  7.356182e-27  
4.900000e+04  4.071216e-21  3.173090e-21  1.830163e-21  2.327561e-22  1.064358e-26  
5.600000e+04  4.908533e-21  3.825645e-21  2.208271e-21  2.809957e-22  1.466037e-26  
6.300000e+04  5.764938e-21  4.493531e-21  2.598634e-21  3.251757e-22  1.995664e-26  
7.000000e+04  6.645503e-21  5.182206e-21  2.999063e-21  3.815806e-22  2.562307e-26  
1.050000e+05  1.117949e-20  8.754944e-21  5.094361e-21  6.474891e-22  6.903239e-26  
1.400000e+05  1.569095e-20  1.234241e-20  7.239742e-21  9.336003e-22  1.379072e-25  
1.750000e+05  2.002754e-20  1.586394e-20  9.382674e-21  1.224940e-21  2.321599e-25  
2.100000e+05  2.410026e-20  1.921543e-20  1.146003e-20  1.516110e-21  3.365276e-25  
2.450000e+05  2.788408e-20  2.236876e-20  1.344841e-20  1.793593e-21  4.189015e-25  
2.800000e+05  3.135801e-20  2.531517e-20  1.529702e-20  2.072876e-21  6.515104e-25  
3.150000e+05  3.451597e-20  2.804115e-20  1.707390e-20  2.358712e-21  7.700710e-25  
3.500000e+05  3.743976e-20  3.056901e-20  1.874826e-20  2.621338e-21  1.078040e-24  
3.850000e+05  4.017092e-20  3.290564e-20  2.037179e-20  2.875042e-21  1.234353e-24  
4.200000e+05  4.258545e-20  3.505933e-20  2.184337e-20  3.119490e-21  1.615889e-24  
4.550000e+05  4.477243e-20  3.703922e-20  2.322051e-20  3.354561e-21  2.036069e-24  
4.900000e+05  4.674847e-20  3.890110e-20  2.450690e-20  3.580284e-21  2.263192e-24  
5.250000e+05  4.853038e-20  4.055945e-20  2.570641e-20  3.805137e-21  2.751136e-24  
5.600000e+05  5.017132e-20  4.207421e-20  2.685319e-20  4.012161e-21  3.017123e-24  
5.950000e+05  5.161132e-20  4.345551e-20  2.788915e-20  4.210400e-21  3.569610e-24  
6.300000e+05  5.290512e-20  4.471334e-20  2.885055e-20  4.400101e-21  3.874285e-24  
6.650000e+05  5.406688e-20  4.588513e-20  2.974148e-20  4.581518e-21  4.487974e-24  
7.000000e+05  5.510971e-20  4.692280e-20  3.056602e-20  4.760767e-21  4.830940e-24  
8.400000e+05  5.833316e-20  5.019660e-20  3.329541e-20  5.378313e-21  7.357787e-24  
9.800000e+05  6.041467e-20  5.241551e-20  3.525372e-20  5.891615e-21  9.927032e-24  
1.120000e+06  6.172887e-20  5.389289e-20  3.663150e-20  6.310296e-21  1.280552e-23  
1.260000e+06  6.253021e-20  5.485424e-20  3.760204e-20  6.645932e-21  1.596162e-23  
1.400000e+06  6.295156e-20  5.544028e-20  3.826544e-20  6.916469e-21  1.936380e-23  
1.540000e+06  6.308304e-20  5.575986e-20  3.870144e-20  7.130148e-21  2.298076e-23  
1.680000e+06  6.299911e-20  5.587080e-20  3.896523e-20  7.296759e-21  2.597844e-23  
1.820000e+06  6.274319e-20  5.581575e-20  3.909712e-20  7.424296e-21  2.902769e-23  
1.960000e+06  6.234894e-20  5.562902e-20  3.912312e-20  7.519837e-21  3.210987e-23  
2.100000e+06  6.184687e-20  5.533780e-20  3.906810e-20  7.589341e-21  3.520713e-23  
2.240000e+06  6.126178e-20  5.496248e-20  3.894614e-20  7.637826e-21  4.341500e-23  
2.380000e+06  6.061271e-20  5.451949e-20  3.876918e-20  7.669074e-21  4.698747e-23  
2.520000e+06  5.991524e-20  5.402247e-20  3.855259e-20  7.686135e-21  5.053025e-23  
2.660000e+06  5.918212e-20  5.348775e-20  3.829191e-20  7.691463e-21  5.402831e-23  
2.800000e+06  5.842754e-20  5.291436e-20  3.800017e-20  7.689081e-21  6.136812e-23  
2.940000e+06  5.765200e-20  5.231580e-20  3.768285e-20  7.676296e-21  6.504950e-23  
3.080000e+06  5.686654e-20  5.169872e-20  3.734465e-20  7.656653e-21  6.865123e-23  
3.220000e+06  5.607667e-20  5.106865e-20  3.698957e-20  7.629646e-21  7.216412e-23  
3.360000e+06  5.528109e-20  5.042353e-20  3.661419e-20  7.595857e-21  7.558073e-23  
3.500000e+06  5.448776e-20  4.977255e-20  3.622726e-20  7.557470e-21  8.209304e-23  
3.640000e+06  5.369965e-20  4.911902e-20  3.583146e-20  7.515125e-21  8.550450e-23  
3.780000e+06  5.291927e-20  4.846585e-20  3.542926e-20  7.488866e-21  8.880499e-23  
3.920000e+06  5.219097e-20  4.786305e-20  3.507000e-20  7.442551e-21  9.199204e-23  
4.060000e+06  5.143662e-20  4.722292e-20  3.466641e-20  7.393647e-21  9.752848e-23  
4.200000e+06  5.069440e-20  4.658874e-20  3.426155e-20  7.342508e-21  1.006244e-22  
4.340000e+06  4.996518e-20  4.596180e-20  3.385675e-20  7.289458e-21  1.036043e-22  
4.480000e+06  4.927244e-20  4.536886e-20  3.347884e-20  7.247028e-21  1.064688e-22  
4.620000e+06  4.857397e-20  4.476267e-20  3.308073e-20  7.192352e-21  1.092191e-22  
4.760000e+06  4.788946e-20  4.416582e-20  3.268533e-20  7.136484e-21  1.138825e-22  
4.900000e+06  4.721903e-20  4.357874e-20  3.229326e-20  7.079613e-21  1.165076e-22  
