7.400000 0.000000 0.000000
7.400000 0.000450 1.000000
7.400000 0.001350 2.000000
7.400000 0.002700 3.000000
7.400000 0.004497 4.000000
7.400000 0.006741 5.000000
7.400000 0.009431 6.000000
7.400000 0.012563 7.000000
7.400000 0.016135 8.000000
7.400000 0.020145 9.000000
7.400000 0.024590 10.000000
7.400000 0.029464 11.000000
7.400000 0.034765 12.000000
7.400000 0.040488 13.000000
7.400000 0.046627 14.000000
7.400000 0.053177 15.000000
7.400000 0.060132 16.000000
7.400000 0.067486 17.000000
7.400000 0.075231 18.000000
7.400000 0.083360 19.000000
7.400000 0.091864 20.000000
7.400000 0.100735 21.000000
7.400000 0.109965 22.000000
7.400000 0.119542 23.000000
7.400000 0.129458 24.000000
7.400000 0.139701 25.000000
7.400000 0.150261 26.000000
7.400000 0.161125 27.000000
7.400000 0.172281 28.000000
7.400000 0.183717 29.000000
7.400000 0.195421 30.000000
7.400000 0.207377 31.000000
7.400000 0.219574 32.000000
7.400000 0.231996 33.000000
7.400000 0.244629 34.000000
7.400000 0.257458 35.000000
7.400000 0.270469 36.000000
7.400000 0.283645 37.000000
7.400000 0.296972 38.000000
7.400000 0.310434 39.000000
7.400000 0.324014 40.000000
7.400000 0.337697 41.000000
7.400000 0.351467 42.000000
7.400000 0.365307 43.000000
7.400000 0.379202 44.000000
7.400000 0.393134 45.000000
7.400000 0.407089 46.000000
7.400000 0.421050 47.000000
7.400000 0.435000 48.000000
7.400000 0.448924 49.000000
7.400000 0.462806 50.000000
7.400000 0.476630 51.000000
7.400000 0.490382 52.000000
7.400000 0.504045 53.000000
7.400000 0.517605 54.000000
7.400000 0.531047 55.000000
7.400000 0.544356 56.000000
7.400000 0.557520 57.000000
7.400000 0.570523 58.000000
7.400000 0.583354 59.000000
7.400000 0.595998 60.000000
7.400000 0.608444 61.000000
7.400000 0.620679 62.000000
7.400000 0.632693 63.000000
7.400000 0.644474 64.000000
7.400000 0.656012 65.000000
7.400000 0.667298 66.000000
7.400000 0.678322 67.000000
7.400000 0.689075 68.000000
7.400000 0.699550 69.000000
7.400000 0.709739 70.000000
7.400000 0.719637 71.000000
7.400000 0.729236 72.000000
7.400000 0.738532 73.000000
7.400000 0.747520 74.000000
7.400000 0.756197 75.000000
7.400000 0.764560 76.000000
7.400000 0.772606 77.000000
7.400000 0.780333 78.000000
7.400000 0.787742 79.000000
7.400000 0.794832 80.000000
7.400000 0.801603 81.000000
7.400000 0.808057 82.000000
7.400000 0.814197 83.000000
7.400000 0.820025 84.000000
7.400000 0.825544 85.000000
7.400000 0.830760 86.000000
7.400000 0.835677 87.000000
7.400000 0.840300 88.000000
7.400000 0.844636 89.000000
7.400000 0.848692 90.000000
7.400000 0.852475 91.000000
7.400000 0.855993 92.000000
7.400000 0.859255 93.000000
7.400000 0.862269 94.000000
7.400000 0.865047 95.000000
7.400000 0.867596 96.000000
7.400000 0.869928 97.000000
7.400000 0.872053 98.000000
7.400000 0.873983 99.000000
7.400000 0.875728 100.000000
7.400000 0.877301 101.000000
7.400000 0.878713 102.000000
7.400000 0.879976 103.000000
7.400000 0.881103 104.000000
7.400000 0.882105 105.000000
7.400000 0.882994 106.000000
7.400000 0.883783 107.000000
7.400000 0.884484 108.000000
7.400000 0.885109 109.000000
7.400000 0.885671 110.000000
7.400000 0.886180 111.000000
7.400000 0.886649 112.000000
7.400000 0.887088 113.000000
7.400000 0.887510 114.000000
7.400000 0.887924 115.000000
7.400000 0.888341 116.000000
7.400000 0.888771 117.000000
7.400000 0.889225 118.000000
7.400000 0.889710 119.000000
7.400000 0.890235 120.000000
7.400000 0.890810 121.000000
7.400000 0.891441 122.000000
7.400000 0.892135 123.000000
7.400000 0.892899 124.000000
7.400000 0.893739 125.000000
7.400000 0.894661 126.000000
7.400000 0.895668 127.000000
7.400000 0.896765 128.000000
7.400000 0.897956 129.000000
7.400000 0.899243 130.000000
7.400000 0.900627 131.000000
7.400000 0.902112 132.000000
7.400000 0.903697 133.000000
7.400000 0.905382 134.000000
7.400000 0.907168 135.000000
7.400000 0.909052 136.000000
7.400000 0.911034 137.000000
7.400000 0.913110 138.000000
7.400000 0.915278 139.000000
7.400000 0.917534 140.000000
7.400000 0.919874 141.000000
7.400000 0.922294 142.000000
7.400000 0.924787 143.000000
7.400000 0.927350 144.000000
7.400000 0.929974 145.000000
7.400000 0.932655 146.000000
7.400000 0.935384 147.000000
