1            1            1            
5            0.020122     0.00199126   
6            0.0398749    0.00199222   
10           0.000621469  0.00212202   
11           0.0012321    0.00212207   
-1           -1           -1           
3            3            3            
5            0.0001188    4.801e-05    
6            0.00027887   4.897e-05    
10           1.4297e-05   0.00017877   
11           2.5049e-05   0.00017882   
-1           -1           -1           
5            5            5            
6            7.54471e-14  9.6e-07      
8            0.00010731   0.00012193   
11           9.51832e-09  0.00013081   
-1           -1           -1           
6            6            6            
8            0.00010072   0.00012097   
10           4.4484e-09   0.0001298    
11           4.385e-09    0.00012985   
-1           -1           -1           
-2           -2           -2           
