    0.01     4.1795255e-05
   0.011     0.00025547077
   0.012      0.0011169003
   0.014       0.010766655
   0.016       0.057022994
   0.018        0.20607621
    0.02        0.57459103
   0.023         1.9227686
   0.026         4.9138327
    0.03         13.024066
   0.035         32.932218
    0.04         67.434216
   0.045         119.77542
    0.05         192.29064
   0.055         286.46948
    0.06         403.09823
    0.07         704.25834
    0.08         1093.5147
    0.09          1565.337
     0.1         2112.9372
    0.11         2729.3287
    0.12         3407.8225
    0.14         4926.8727
    0.16         6626.8396
    0.18         8471.9601
     0.2         10468.744
    0.23         14027.852
    0.26         17843.429
     0.3         23192.052
    0.35          30084.37
     0.4         36998.845
    0.45         43781.334
     0.5         50332.081
    0.55         56590.392
     0.6         62522.804
     0.7         73362.803
     0.8         82857.538
     0.9         91102.336
       1         98223.533
     1.1         104351.49
     1.2         109608.91
     1.4         117941.85
     1.6         123955.59
     1.8         128204.31
       2         131103.05
     2.3         133580.45
     2.6         134456.85
       3         133982.03
     3.5         131774.61
       4         128581.95
     4.5         124908.36
       5         121043.42
     5.5         117154.78
       6         113338.89
       7         106115.58
       8         99553.444
       9         93661.373
      10         88388.151
      11         83665.369
      12         79424.222
      14          72143.73
      16         66138.609
      18         61109.988
      20         56839.501
      23         51516.949
      26         47173.229
      30          42484.93
      35         37878.036
      40         34240.894
      45         31292.776
      50          28850.73
      55         26790.049
      60         25025.656
      70          22160.14
      80         19929.665
      90         18136.296
     100         16658.121
     110         15419.701
     120         14367.276
     140         12668.893
     160         11352.322
     180         10297.951
     100         16658.121
     230         8400.1277
     260         7581.1305
     300         6721.7965
     350         5901.8941
     400         5271.4143
     450         4768.8008
     500         4358.0951
     550         4016.7506
     600         3728.4549
     700         3266.5942
     800         2912.0109
     900         2629.7607
    1000         2399.4927
    2000         1313.2785
    3000         918.24029
    4000         711.49537
    5000         583.15271
    6000         495.47685
    7000         431.69241
    8000         383.15418
    9000         344.71602
   10000         313.49996
-1                  -1
-2                  -2
